SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID,Negativity
General,0330,Kotu,Bad,User_2,001,1
General,0330,Kotu,Bad,User_2,002,1
General,0330,Kotu,Bad,User_2,003,1
General,0330,Kotu,Bad,User_2,004,1
General,0330,Kotu,Bad,User_2,005,1
General,0330,Kotu,Bad,User_2,006,1
General,0330,Kotu,Bad,User_3,001,1
General,0330,Kotu,Bad,User_3,002,1
General,0330,Kotu,Bad,User_3,003,1
General,0330,Kotu,Bad,User_4,001,1
General,0330,Kotu,Bad,User_4,002,1
General,0330,Kotu,Bad,User_4,003,1
General,0330,Kotu,Bad,User_4,004,1
General,0330,Kotu,Bad,User_4,005,1
General,0330,Kotu,Bad,User_5,001,1
General,0330,Kotu,Bad,User_5,002,1
General,0330,Kotu,Bad,User_5,003,1
General,0330,Kotu,Bad,User_5,004,1
General,0330,Kotu,Bad,User_6,001,1
General,0330,Kotu,Bad,User_6,002,1
General,0330,Kotu,Bad,User_6,003,1
General,0330,Kotu,Bad,User_6,004,1
General,0330,Kotu,Bad,User_6,005,1
General,0330,Kotu,Bad,User_6,006,1
General,0330,Kotu,Bad,User_7,001,1
General,0330,Kotu,Bad,User_7,002,1
General,0330,Kotu,Bad,User_7,003,1
General,0330,Kotu,Bad,User_7,004,1
General,0330,Kotu,Bad,User_7,005,1
General,0492,Tesekkur,Thank,User_2,001,1
General,0492,Tesekkur,Thank,User_2,002,1
General,0492,Tesekkur,Thank,User_2,003,1
General,0492,Tesekkur,Thank,User_2,004,1
General,0492,Tesekkur,Thank,User_2,005,1
General,0492,Tesekkur,Thank,User_2,006,1
General,0492,Tesekkur,Thank,User_2,007,1
General,0492,Tesekkur,Thank,User_2,008,1
General,0492,Tesekkur,Thank,User_2,009,1
General,0492,Tesekkur,Thank,User_2,010,1
General,0492,Tesekkur,Thank,User_2,011,1
General,0492,Tesekkur,Thank,User_2,012,1
General,0492,Tesekkur,Thank,User_3,001,1
General,0492,Tesekkur,Thank,User_3,002,1
General,0492,Tesekkur,Thank,User_3,003,1
General,0492,Tesekkur,Thank,User_3,004,1
General,0492,Tesekkur,Thank,User_3,005,1
General,0492,Tesekkur,Thank,User_3,006,1
General,0492,Tesekkur,Thank,User_4,001,1
General,0492,Tesekkur,Thank,User_4,002,1
General,0492,Tesekkur,Thank,User_4,003,1
General,0492,Tesekkur,Thank,User_4,004,1
General,0492,Tesekkur,Thank,User_4,005,1
General,0492,Tesekkur,Thank,User_4,006,1
General,0492,Tesekkur,Thank,User_4,007,1
General,0492,Tesekkur,Thank,User_4,008,1
General,0492,Tesekkur,Thank,User_4,009,1
General,0492,Tesekkur,Thank,User_4,010,1
General,0492,Tesekkur,Thank,User_5,001,1
General,0492,Tesekkur,Thank,User_5,002,1
General,0492,Tesekkur,Thank,User_5,003,1
General,0492,Tesekkur,Thank,User_5,004,1
General,0492,Tesekkur,Thank,User_5,005,1
General,0492,Tesekkur,Thank,User_5,006,1
General,0492,Tesekkur,Thank,User_5,007,1
General,0492,Tesekkur,Thank,User_5,008,1
General,0492,Tesekkur,Thank,User_5,009,1
General,0492,Tesekkur,Thank,User_5,010,1
General,0492,Tesekkur,Thank,User_5,011,1
General,0492,Tesekkur,Thank,User_5,012,1
General,0492,Tesekkur,Thank,User_6,001,1
General,0492,Tesekkur,Thank,User_6,002,1
General,0492,Tesekkur,Thank,User_6,003,1
General,0492,Tesekkur,Thank,User_6,004,1
General,0492,Tesekkur,Thank,User_6,005,1
General,0492,Tesekkur,Thank,User_6,006,1
General,0492,Tesekkur,Thank,User_6,007,1
General,0492,Tesekkur,Thank,User_6,008,1
General,0492,Tesekkur,Thank,User_6,009,1
General,0492,Tesekkur,Thank,User_6,010,1
General,0492,Tesekkur,Thank,User_6,011,1
General,0492,Tesekkur,Thank,User_6,012,1
General,0492,Tesekkur,Thank,User_7,001,1
General,0492,Tesekkur,Thank,User_7,002,1
General,0492,Tesekkur,Thank,User_7,003,1
General,0492,Tesekkur,Thank,User_7,004,1
General,0492,Tesekkur,Thank,User_7,005,1
General,0492,Tesekkur,Thank,User_7,006,1
General,0492,Tesekkur,Thank,User_7,007,1
General,0492,Tesekkur,Thank,User_7,008,1
General,0492,Tesekkur,Thank,User_7,009,1
Health,0149,Dogum Sancisi,Birth Pain,User_2,001,1
Health,0149,Dogum Sancisi,Birth Pain,User_2,002,1
Health,0149,Dogum Sancisi,Birth Pain,User_2,003,1
Health,0149,Dogum Sancisi,Birth Pain,User_2,004,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,001,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,002,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,003,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,004,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,005,1
Health,0149,Dogum Sancisi,Birth Pain,User_4,006,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,001,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,002,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,003,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,004,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,005,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,006,1
Health,0149,Dogum Sancisi,Birth Pain,User_5,007,1
Health,0149,Dogum Sancisi,Birth Pain,User_6,001,1
Health,0149,Dogum Sancisi,Birth Pain,User_6,002,1
Health,0149,Dogum Sancisi,Birth Pain,User_7,001,1
Health,0149,Dogum Sancisi,Birth Pain,User_7,002,1
Health,0149,Dogum Sancisi,Birth Pain,User_7,003,1
Health,0149,Dogum Sancisi,Birth Pain,User_7,004,1
Health,0335,Kriz,Crisis,User_2,001,1
Health,0335,Kriz,Crisis,User_2,002,1
Health,0335,Kriz,Crisis,User_2,003,1
Health,0335,Kriz,Crisis,User_2,004,1
Health,0335,Kriz,Crisis,User_4,001,1
Health,0335,Kriz,Crisis,User_4,002,1
Health,0335,Kriz,Crisis,User_4,003,1
Health,0335,Kriz,Crisis,User_4,004,1
Health,0335,Kriz,Crisis,User_4,005,1
Health,0335,Kriz,Crisis,User_4,006,1
Health,0335,Kriz,Crisis,User_5,001,1
Health,0335,Kriz,Crisis,User_5,002,1
Health,0335,Kriz,Crisis,User_5,003,1
Health,0335,Kriz,Crisis,User_5,004,1
Health,0335,Kriz,Crisis,User_5,005,1
Health,0335,Kriz,Crisis,User_5,006,1
Health,0335,Kriz,Crisis,User_6,001,1
Health,0335,Kriz,Crisis,User_6,002,1
Health,0335,Kriz,Crisis,User_6,003,1
Health,0335,Kriz,Crisis,User_6,004,1
Health,0335,Kriz,Crisis,User_6,005,1
Health,0335,Kriz,Crisis,User_6,006,1
Health,0335,Kriz,Crisis,User_7,001,1
Health,0335,Kriz,Crisis,User_7,002,1
Health,0335,Kriz,Crisis,User_7,003,1
Health,0335,Kriz,Crisis,User_7,004,1
Health,0427,Sakinlesme,Calm down,User_2,001,1
Health,0427,Sakinlesme,Calm down,User_2,002,1
Health,0427,Sakinlesme,Calm down,User_2,003,1
Health,0427,Sakinlesme,Calm down,User_2,004,1
Health,0427,Sakinlesme,Calm down,User_2,005,1
Health,0427,Sakinlesme,Calm down,User_4,001,1
Health,0427,Sakinlesme,Calm down,User_4,002,1
Health,0427,Sakinlesme,Calm down,User_4,003,1
Health,0427,Sakinlesme,Calm down,User_4,004,1
Health,0427,Sakinlesme,Calm down,User_4,005,1
Health,0427,Sakinlesme,Calm down,User_4,006,1
Health,0427,Sakinlesme,Calm down,User_5,001,1
Health,0427,Sakinlesme,Calm down,User_5,002,1
Health,0427,Sakinlesme,Calm down,User_5,003,1
Health,0427,Sakinlesme,Calm down,User_5,004,1
Health,0427,Sakinlesme,Calm down,User_5,005,1
Health,0427,Sakinlesme,Calm down,User_5,006,1
Health,0427,Sakinlesme,Calm down,User_6,001,1
Health,0427,Sakinlesme,Calm down,User_6,002,1
Health,0427,Sakinlesme,Calm down,User_6,003,1
Health,0427,Sakinlesme,Calm down,User_6,004,1
Health,0427,Sakinlesme,Calm down,User_6,005,1
Health,0427,Sakinlesme,Calm down,User_6,006,1
Health,0427,Sakinlesme,Calm down,User_6,007,1
Health,0427,Sakinlesme,Calm down,User_7,001,1
Health,0427,Sakinlesme,Calm down,User_7,002,1
