SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID,Negativity
General,0002,Aciklamak,Explain,User_2,001,0
General,0002,Aciklamak,Explain,User_2,002,0
General,0002,Aciklamak,Explain,User_2,003,0
General,0002,Aciklamak,Explain,User_2,004,0
General,0002,Aciklamak,Explain,User_2,005,0
General,0002,Aciklamak,Explain,User_2,006,0
General,0003,Aciklamak,Explain,User_3,001,0
General,0003,Aciklamak,Explain,User_3,002,0
General,0003,Aciklamak,Explain,User_3,003,0
General,0001,Aciklamak,Explain,User_4,001,0
General,0001,Aciklamak,Explain,User_4,002,0
General,0001,Aciklamak,Explain,User_4,003,0
General,0001,Aciklamak,Explain,User_4,004,0
General,0001,Aciklamak,Explain,User_4,005,0
General,0001,Aciklamak,Explain,User_5,001,0
General,0001,Aciklamak,Explain,User_5,002,0
General,0001,Aciklamak,Explain,User_5,003,0
General,0001,Aciklamak,Explain,User_5,004,0
General,0001,Aciklamak,Explain,User_5,005,0
General,0001,Aciklamak,Explain,User_5,006,0
General,0001,Aciklamak,Explain,User_5,007,0
General,0004,Aciklamak,Explain,User_6,001,0
General,0004,Aciklamak,Explain,User_6,002,0
General,0004,Aciklamak,Explain,User_6,003,0
General,0004,Aciklamak,Explain,User_6,004,0
General,0004,Aciklamak,Explain,User_6,005,0
General,0004,Aciklamak,Explain,User_6,006,0
General,0001,Aciklamak,Explain,User_7,001,0
General,0001,Aciklamak,Explain,User_7,002,0
General,0001,Aciklamak,Explain,User_7,003,0
General,0001,Aciklamak,Explain,User_7,004,0
General,0001,Ad,Name,User_2,001,0
General,0001,Ad,Name,User_2,002,0
General,0001,Ad,Name,User_2,003,0
General,0001,Ad,Name,User_2,004,0
General,0001,Ad,Name,User_2,005,0
General,0001,Ad,Name,User_2,006,0
General,0002,Ad,Name,User_3,001,0
General,0002,Ad,Name,User_3,002,0
General,0002,Ad,Name,User_3,003,0
General,0001,Ad,Name,User_4,001,0
General,0001,Ad,Name,User_4,002,0
General,0001,Ad,Name,User_4,003,0
General,0001,Ad,Name,User_4,004,0
General,0001,Ad,Name,User_4,005,0
General,0001,Ad,Name,User_5,001,0
General,0001,Ad,Name,User_5,002,0
General,0001,Ad,Name,User_5,003,0
General,0001,Ad,Name,User_5,004,0
General,0001,Ad,Name,User_5,005,0
General,0001,Ad,Name,User_5,006,0
General,0002,Ad,Name,User_6,001,0
General,0002,Ad,Name,User_6,002,0
General,0002,Ad,Name,User_6,003,0
General,0002,Ad,Name,User_6,004,0
General,0002,Ad,Name,User_6,005,0
General,0002,Ad,Name,User_6,006,0
General,0001,Ad,Name,User_7,001,0
General,0001,Ad,Name,User_7,002,0
General,0001,Ad,Name,User_7,003,0
